joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
12800.0,39.8,0.344,,45990.9,692.1132,Girth Weld,,,,,,nan,,,2007,Girth Weld_45990.9,False,45990.9,45991.28
12810.0,40.04,0.344,,46030.7,694.7511,Girth Weld,,,,,,nan,,,2007,Girth Weld_46030.7,False,46030.7,46031.079999999994
12820.0,40.0,0.344,,46070.74,696.5456,Girth Weld,,,,,,nan,,,2007,Girth Weld_46070.7,False,46070.74,46071.119999999995
,,0.344,-38.9,46109.65,696.3652,Cluster,26.0,,4.52,5.7,1.71,4:49,NO,,2007,Cluster_46109.7,True,46109.65,46110.03
,,0.344,-38.91,46109.65,696.3651,Cluster,24.0,,3.65,5.03,1.75,7:07,NO,,2007,Cluster_46109.7,True,46109.65,46110.03
12830.0,40.18,0.344,,46110.74,696.3379,Girth Weld,,,,,,nan,,,2007,Girth Weld_46110.7,False,46110.74,46111.119999999995
12840.0,40.2,0.344,,46150.92,695.0106,Girth Weld,,,,,,nan,,,2007,Girth Weld_46150.9,False,46150.92,46151.299999999996
,,0.344,-39.1,46190.01,693.4018,Cluster,15.0,,2.56,9.59,,5:32,NO,,2007,Cluster_46190.0,True,46190.01,46190.39
,,0.344,-39.16,46190.08,693.3991,Cluster,14.0,,2.17,4.65,,4:11,NO,,2007,Cluster_46190.1,True,46190.08,46190.46
12850.0,40.18,0.344,,46191.12,693.3585,Girth Weld,,,,,,nan,,,2007,Girth Weld_46191.1,False,46191.12,46191.5
,,0.344,-0.77,46191.89,693.3283,Cluster,12.0,,0.91,7.39,,6:26,NO,,2007,Cluster_46191.9,True,46191.89,46192.27
,,0.344,-0.79,46191.91,693.3277,Metal Loss,11.0,,0.75,1.22,,8:05,NO,,2007,Metal Loss_46191.9,True,46191.91,46192.29
,,0.344,-0.8,46191.92,693.3271,Metal Loss,15.0,,0.87,1.93,,3:44,NO,,2007,Metal Loss_46191.9,True,46191.92,46192.299999999996
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,8:11,NO,,2007,Cluster_46196.9,True,46196.86,46197.24
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,8:25,NO,,2007,Cluster_46199.3,True,46199.31,46199.689999999995
12860.0,40.0,0.344,,46231.3,691.9705,Girth Weld,,,,,,nan,,,2007,Girth Weld_46231.3,False,46231.3,46231.68
12870.0,39.91,0.344,,46271.31,691.1178,Girth Weld,,,,,,nan,,,2007,Girth Weld_46271.3,False,46271.31,46271.689999999995
,,0.344,-0.79,46272.09,691.1071,Metal Loss,21.0,,1.02,0.91,1.87,9:23,NO,,2007,Metal Loss_46272.1,True,46272.09,46272.469999999994
12880.0,40.05,0.344,,46311.21,690.4431,Girth Weld,,,,,,nan,,,2007,Girth Weld_46311.2,False,46311.21,46311.59
,,0.344,-22.62,46333.84,690.0619,Metal Loss-Manufacturing Anomaly,24.0,,4.57,0.71,,9:03,,,2007,Metal Loss-Manufacturing Anomaly_46333.8,True,46333.84,46334.219999999994
,,0.344,-31.85,46343.06,689.8947,Metal Loss-Manufacturing Anomaly,10.0,,3.98,1.73,,8:57,,,2007,Metal Loss-Manufacturing Anomaly_46343.1,True,46343.06,46343.439999999995
12890.0,40.06,0.344,,46351.26,689.7413,Girth Weld,,,,,,nan,,,2007,Girth Weld_46351.3,False,46351.26,46351.64
,,0.344,-26.55,46377.81,689.2407,Metal Loss-Manufacturing Anomaly,12.0,,0.94,1.06,,7:36,,,2007,Metal Loss-Manufacturing Anomaly_46377.8,True,46377.81,46378.189999999995
12900.0,40.0,0.344,,46391.32,689.0145,Girth Weld,,,,,,nan,,,2007,Girth Weld_46391.3,False,46391.32,46391.7
,,0.344,-39.09,46430.41,688.4641,Metal Loss,38.0,,1.65,1.14,1.81,7:31,NO,,2007,Metal Loss_46430.4,True,46430.41,46430.79
,,0.344,-39.12,46430.44,688.4638,Metal Loss,28.0,,1.06,2.13,1.86,8:03,NO,,2007,Metal Loss_46430.4,True,46430.44,46430.82
12910.0,21.52,0.344,,46431.33,688.4549,Girth Weld,,,,,,nan,,,2007,Girth Weld_46431.3,False,46431.33,46431.71
,,0.344,-0.81,46432.14,688.4468,Metal Loss,10.0,,0.91,0.87,,5:08,NO,,2007,Metal Loss_46432.1,True,46432.14,46432.52
,,0.344,-6.01,46437.34,688.405,Metal Loss-Manufacturing Anomaly,14.0,,0.59,0.71,,7:18,,,2007,Metal Loss-Manufacturing Anomaly_46437.3,True,46437.34,46437.719999999994
12920.0,40.01,0.344,,46452.85,688.2783,Girth Weld,,,,,,nan,,,2007,Girth Weld_46452.8,False,46452.85,46453.229999999996
12930.0,29.43,0.344,,46492.86,688.2593,Girth Weld,,,,,,nan,,,2007,Girth Weld_46492.9,False,46492.86,46493.24
12940.0,39.97,0.344,,46522.29,688.3858,Girth Weld,,,,,,nan,,,2007,Girth Weld_46522.3,False,46522.29,46522.67
12950.0,21.66,0.344,,46562.26,688.6884,Girth Weld,,,,,,nan,,,2007,Girth Weld_46562.3,False,46562.26,46562.64
12960.0,39.94,0.344,,46583.92,688.8914,Girth Weld,,,,,,nan,,,2007,Girth Weld_46583.9,False,46583.92,46584.299999999996
12970.0,33.0,0.344,,46623.86,688.9722,Girth Weld,,,,,,nan,,,2007,Girth Weld_46623.9,False,46623.86,46624.24
12980.0,39.94,0.344,,46656.86,688.8341,Girth Weld,,,,,,nan,,,2007,Girth Weld_46656.9,False,46656.86,46657.24
,,0.344,-7.96,46664.82,688.7538,Metal Loss,20.0,,0.94,0.67,1.87,4:49,NO,,2007,Metal Loss_46664.8,True,46664.82,46665.2
12990.0,10.44,0.5,,46696.8,687.5733,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_46696.8,False,46696.8,46697.18
,,,,46701.98,687.3295,Bend,,,,,,nan,,6.2D - 27Â° - Sag,2007,Bend_46702.0,False,46701.98,46702.36
13000.0,40.04,0.344,,46707.24,687.0396,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_46707.2,False,46707.24,46707.619999999995
,,0.344,-25.88,46733.12,685.3023,Metal Loss,15.0,,0.87,0.94,,8:25,NO,,2007,Metal Loss_46733.1,True,46733.12,46733.5
13010.0,16.23,0.344,,46747.28,684.2921,Girth Weld,,,,,,nan,,,2007,Girth Weld_46747.3,False,46747.28,46747.659999999996
13020.0,39.98,0.344,,46763.51,683.164,Girth Weld,,,,,,nan,,,2007,Girth Weld_46763.5,False,46763.51,46763.89
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,4:13,NO,,2007,Cluster_46764.1,True,46764.12,46764.5
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,5:15,NO,,2007,Cluster_46764.3,True,46764.26,46764.64
13030.0,40.11,0.344,,46803.49,681.9469,Girth Weld,,,,,,nan,,,2007,Girth Weld_46803.5,False,46803.49,46803.869999999995
13040.0,40.08,0.344,,46843.6,686.0333,Girth Weld,,,,,,nan,,,2007,Girth Weld_46843.6,False,46843.6,46843.979999999996
,,0.344,-26.23,46869.83,688.1264,Metal Loss-Manufacturing Anomaly,12.0,,3.42,4.53,,11:25,,,2007,Metal Loss-Manufacturing Anomaly_46869.8,True,46869.83,46870.21
13050.0,39.88,0.344,,46883.68,689.0854,Girth Weld,,,,,,nan,,,2007,Girth Weld_46883.7,False,46883.68,46884.06
13060.0,40.0,0.344,,46923.56,691.1117,Girth Weld,,,,,,nan,,,2007,Girth Weld_46923.6,False,46923.56,46923.939999999995
13070.0,39.34,0.344,,46963.56,691.8419,Girth Weld,,,,,,nan,,,2007,Girth Weld_46963.6,False,46963.56,46963.939999999995
13080.0,40.0,0.344,,47002.9,692.4095,Girth Weld,,,,,,nan,,,2007,Girth Weld_47002.9,False,47002.9,47003.28
13090.0,39.99,0.344,,47042.9,692.4166,Girth Weld,,,,,,nan,,,2007,Girth Weld_47042.9,False,47042.9,47043.28
13100.0,40.01,0.344,,47082.89,692.1128,Girth Weld,,,,,,nan,,,2007,Girth Weld_47082.9,False,47082.89,47083.27
13110.0,33.94,0.344,,47122.9,691.4038,Girth Weld,,,,,,nan,,,2007,Girth Weld_47122.9,False,47122.9,47123.28
13120.0,3.15,0.344,,47156.85,689.7688,Girth Weld,,,,,,nan,,,2007,Girth Weld_47156.8,False,47156.85,47157.229999999996
13130.0,8.39,0.5,,47160.0,689.5131,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_47160.0,False,47160.0,47160.38
,,,,47164.09,689.1498,Bend,,,,,,nan,,6.8D - 16Â° - Sag,2007,Bend_47164.1,False,47164.09,47164.469999999994
13140.0,40.11,0.344,,47168.39,688.7357,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_47168.4,False,47168.39,47168.77
13150.0,28.21,0.344,,47208.5,684.7874,Girth Weld,,,,,,nan,,,2007,Girth Weld_47208.5,False,47208.5,47208.88
13160.0,7.14,0.344,,47236.71,681.7666,Girth Weld,,,,,,nan,,,2007,Girth Weld_47236.7,False,47236.71,47237.09
13170.0,11.71,0.344,,47243.85,681.2745,Girth Weld,,,,,,nan,,,2007,Girth Weld_47243.8,False,47243.85,47244.229999999996
13180.0,9.91,0.344,,47255.56,680.5365,Girth Weld,,,,,,nan,,,2007,Girth Weld_47255.6,False,47255.56,47255.939999999995
13190.0,21.04,0.344,,47265.47,680.8728,Girth Weld,,,,,,nan,,,2007,Girth Weld_47265.5,False,47265.47,47265.85
,,0.344,-0.75,47266.22,680.9187,Cluster,11.0,,3.04,7.08,,3:19,NO,,2007,Cluster_47266.2,True,47266.22,47266.6
,,0.344,-0.77,47266.24,680.9203,Metal Loss,12.0,,0.94,1.97,,1:47,NO,,2007,Metal Loss_47266.2,True,47266.24,47266.619999999995
13200.0,40.06,0.344,,47286.51,682.4632,Girth Weld,,,,,,nan,,,2007,Girth Weld_47286.5,False,47286.51,47286.89
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16,NO,,2007,Cluster_47298.3,True,47298.31,47298.689999999995
,,0.344,-12.71,47299.22,683.6899,Metal Loss,14.0,,0.71,0.87,,12:15,NO,,2007,Metal Loss_47299.2,True,47299.22,47299.6
,,0.344,-38.92,47325.43,686.1354,Cluster,21.0,,5.09,23.79,1.73,3:43,NO,,2007,Cluster_47325.4,True,47325.43,47325.81
,,0.344,-38.99,47325.5,686.1422,Cluster,10.0,,3.55,7.37,,8:37,NO,,2007,Cluster_47325.5,True,47325.5,47325.88
13210.0,40.08,0.344,,47326.57,686.2447,Girth Weld,,,,,,nan,,,2007,Girth Weld_47326.6,False,47326.57,47326.95
,,0.344,-0.79,47327.36,686.32,Cluster,20.0,,1.61,9.17,1.85,1:15,NO,,2007,Cluster_47327.4,True,47327.36,47327.74
13220.0,39.89,0.344,,47366.65,690.0776,Girth Weld,,,,,,nan,,,2007,Girth Weld_47366.7,False,47366.65,47367.03
,,0.344,-6.96,47373.61,690.6943,Metal Loss-Manufacturing Anomaly,11.0,,0.43,0.71,,4:39,,,2007,Metal Loss-Manufacturing Anomaly_47373.6,True,47373.61,47373.99
,,0.344,-7.11,47373.76,690.7073,Metal Loss-Manufacturing Anomaly,14.0,,0.63,0.71,,4:34,,,2007,Metal Loss-Manufacturing Anomaly_47373.8,True,47373.76,47374.14
13230.0,39.97,0.344,,47406.54,693.2754,Girth Weld,,,,,,nan,,,2007,Girth Weld_47406.5,False,47406.54,47406.92
13240.0,40.0,0.344,,47446.51,694.842,Girth Weld,,,,,,nan,,,2007,Girth Weld_47446.5,False,47446.51,47446.89
13250.0,22.83,0.344,,47486.51,694.9198,Girth Weld,,,,,,nan,,,2007,Girth Weld_47486.5,False,47486.51,47486.89
13260.0,39.99,0.344,,47509.34,694.7847,Girth Weld,,,,,,nan,,,2007,Girth Weld_47509.3,False,47509.34,47509.719999999994
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,4:45,NO,,2007,Cluster_47548.1,True,47548.14,47548.52
,,0.344,-39.08,47548.42,694.5181,Metal Loss,15.0,,0.91,1.42,,4:05,NO,,2007,Metal Loss_47548.4,True,47548.42,47548.799999999996
13270.0,39.94,0.344,,47549.33,694.5094,Girth Weld,,,,,,nan,,,2007,Girth Weld_47549.3,False,47549.33,47549.71
13280.0,39.32,0.344,,47589.26,694.159,Girth Weld,,,,,,nan,,,2007,Girth Weld_47589.3,False,47589.26,47589.64
13290.0,22.1,0.344,,47628.58,693.894,Girth Weld,,,,,,nan,,,2007,Girth Weld_47628.6,False,47628.58,47628.96
13300.0,36.01,0.344,,47650.68,693.6067,Girth Weld,,,,,,nan,,,2007,Girth Weld_47650.7,False,47650.68,47651.06
13310.0,8.11,0.5,,47686.69,693.043,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_47686.7,False,47686.69,47687.07
,,,,47690.82,692.973,Bend,,,,,,nan,,6.0D - 18Â° - Sag,2007,Bend_47690.8,False,47690.82,47691.2
13320.0,10.0,0.344,,47694.8,692.9055,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_47694.8,False,47694.8,47695.18
13330.0,40.06,0.344,,47704.8,692.7326,Girth Weld,,,,,,nan,,,2007,Girth Weld_47704.8,False,47704.8,47705.18
,,0.344,-0.84,47705.64,692.7179,Metal Loss,10.0,,1.18,0.94,,5:35,NO,,2007,Metal Loss_47705.6,True,47705.64,47706.02
13340.0,39.96,0.344,,47744.86,691.8446,Girth Weld,,,,,,nan,,,2007,Girth Weld_47744.9,False,47744.86,47745.24
13350.0,39.95,0.344,,47784.82,690.0371,Girth Weld,,,,,,nan,,,2007,Girth Weld_47784.8,False,47784.82,47785.2
,,,,47797.69,690.9036,Above Ground Marker,,,,,,nan,,AGM 9,2007,Above Ground Marker_47797.7,False,47797.69,47798.07
13360.0,39.98,0.344,,47824.77,692.6482,Girth Weld,,,,,,nan,,,2007,Girth Weld_47824.8,False,47824.77,47825.149999999994
13370.0,39.99,0.344,,47864.75,694.0339,Girth Weld,,,,,,nan,,,2007,Girth Weld_47864.8,False,47864.75,47865.13
13380.0,39.98,0.344,,47904.74,694.4448,Girth Weld,,,,,,nan,,,2007,Girth Weld_47904.7,False,47904.74,47905.119999999995
13390.0,40.03,0.344,,47944.71,694.8851,Girth Weld,,,,,,nan,,,2007,Girth Weld_47944.7,False,47944.71,47945.09
13400.0,40.06,0.344,,47984.74,695.1269,Girth Weld,,,,,,nan,,,2007,Girth Weld_47984.7,False,47984.74,47985.119999999995
13410.0,10.95,0.344,,48024.8,695.0752,Girth Weld,,,,,,nan,,,2007,Girth Weld_48024.8,False,48024.8,48025.18
13420.0,15.92,0.344,,48035.75,695.0495,Girth Weld,,,,,,nan,,,2007,Girth Weld_48035.8,False,48035.75,48036.13
13430.0,39.98,0.344,,48051.67,695.0058,Girth Weld,,,,,,nan,,,2007,Girth Weld_48051.7,False,48051.67,48052.049999999996
13440.0,13.02,0.344,,48091.65,694.8514,Girth Weld,,,,,,nan,,,2007,Girth Weld_48091.7,False,48091.65,48092.03
13450.0,40.08,0.344,,48104.66,694.7578,Girth Weld,,,,,,nan,,,2007,Girth Weld_48104.7,False,48104.66,48105.04
13460.0,40.04,0.344,,48144.75,694.306,Girth Weld,,,,,,nan,,,2007,Girth Weld_48144.8,False,48144.75,48145.13
13470.0,40.09,0.344,,48184.79,693.7447,Girth Weld,,,,,,nan,,,2007,Girth Weld_48184.8,False,48184.79,48185.17
13480.0,40.03,0.344,,48224.88,692.7518,Girth Weld,,,,,,nan,,,2007,Girth Weld_48224.9,False,48224.88,48225.259999999995
13490.0,39.96,0.344,,48264.9,690.8214,Girth Weld,,,,,,nan,,,2007,Girth Weld_48264.9,False,48264.9,48265.28
13500.0,40.03,0.344,,48304.86,687.1425,Girth Weld,,,,,,nan,,,2007,Girth Weld_48304.9,False,48304.86,48305.24
13510.0,39.95,0.344,,48344.9,682.7493,Girth Weld,,,,,,nan,,,2007,Girth Weld_48344.9,False,48344.9,48345.28
13520.0,39.94,0.344,,48384.85,678.8764,Girth Weld,,,,,,nan,,,2007,Girth Weld_48384.8,False,48384.85,48385.229999999996
13530.0,39.95,0.344,,48424.79,675.2872,Girth Weld,,,,,,nan,,,2007,Girth Weld_48424.8,False,48424.79,48425.17
13540.0,39.95,0.344,,48464.74,672.5162,Girth Weld,,,,,,nan,,,2007,Girth Weld_48464.7,False,48464.74,48465.119999999995
13550.0,8.18,0.344,,48504.69,671.4204,Girth Weld,,,,,,nan,,,2007,Girth Weld_48504.7,False,48504.69,48505.07
13560.0,11.6,0.5,,48512.87,671.357,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_48512.9,False,48512.87,48513.25
,,,,48518.68,671.325,Bend,,,,,,nan,,6.4D - 30Â° - Over,2007,Bend_48518.7,False,48518.68,48519.06
13570.0,7.32,0.344,,48524.47,671.2964,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_48524.5,False,48524.47,48524.85
13580.0,11.16,0.5,,48531.79,671.272,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_48531.8,False,48531.79,48532.17
,,,,48537.35,671.2558,Bend,,,,,,nan,,5.4D - 39Â° - Sag,2007,Bend_48537.3,False,48537.35,48537.729999999996
13590.0,26.93,0.344,,48542.94,671.2408,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_48542.9,False,48542.94,48543.32
13600.0,11.22,0.5,,48569.87,671.1134,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_48569.9,False,48569.87,48570.25
,,,,48575.34,671.0826,Bend,,,,,,nan,,6.2D - 28Â° - Sag,2007,Bend_48575.3,False,48575.34,48575.719999999994
13610.0,9.31,0.344,,48581.09,671.0544,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_48581.1,False,48581.09,48581.469999999994
13620.0,9.59,0.5,,48590.4,671.0278,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_48590.4,False,48590.4,48590.78
,,,,48595.23,671.0359,Bend,,,,,,nan,,5.5D - 31Â° - Over,2007,Bend_48595.2,False,48595.23,48595.61
13630.0,14.62,0.344,,48599.99,671.0535,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_48600.0,False,48599.99,48600.369999999995
13640.0,40.0,0.344,,48614.61,670.912,Girth Weld,,,,,,nan,,,2007,Girth Weld_48614.6,False,48614.61,48614.99
13650.0,39.91,0.344,,48654.61,667.5953,Girth Weld,,,,,,nan,,,2007,Girth Weld_48654.6,False,48654.61,48654.99
,,0.344,-25.8,48680.41,669.5126,Metal Loss-Manufacturing Anomaly,22.0,,4.02,0.59,,3:46,,,2007,Metal Loss-Manufacturing Anomaly_48680.4,True,48680.41,48680.79
13660.0,39.95,0.344,,48694.52,672.013,Girth Weld,,,,,,nan,,,2007,Girth Weld_48694.5,False,48694.52,48694.899999999994
13670.0,39.74,0.344,,48734.47,674.6374,Girth Weld,,,,,,nan,,,2007,Girth Weld_48734.5,False,48734.47,48734.85
13680.0,19.94,0.344,,48774.21,679.3526,Girth Weld,,,,,,nan,,,2007,Girth Weld_48774.2,False,48774.21,48774.59
13690.0,10.18,0.5,,48794.14,682.2839,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_48794.1,False,48794.14,48794.52
,,,,48799.17,683.0261,Bend,,,,,,nan,,6.1D - 25Â° - Over,2007,Bend_48799.2,False,48799.17,48799.549999999996
13700.0,28.99,0.344,,48804.32,683.7882,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_48804.3,False,48804.32,48804.7
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,5:14,NO,,2007,Cluster_48804.8,True,48804.83,48805.21
13710.0,39.8,0.344,,48833.32,688.156,Girth Weld,,,,,,nan,,,2007,Girth Weld_48833.3,False,48833.32,48833.7
13720.0,40.0,0.344,,48873.12,695.0594,Girth Weld,,,,,,nan,,,2007,Girth Weld_48873.1,False,48873.12,48873.5
13730.0,39.97,0.344,,48913.12,699.4417,Girth Weld,,,,,,nan,,,2007,Girth Weld_48913.1,False,48913.12,48913.5
13740.0,39.83,0.344,,48953.1,700.2637,Girth Weld,,,,,,nan,,,2007,Girth Weld_48953.1,False,48953.1,48953.479999999996
13750.0,39.89,0.344,,48992.93,700.9696,Girth Weld,,,,,,nan,,,2007,Girth Weld_48992.9,False,48992.93,48993.31
13760.0,39.82,0.344,,49032.82,701.2614,Girth Weld,,,,,,nan,,,2007,Girth Weld_49032.8,False,49032.82,49033.2
13770.0,40.0,0.344,,49072.64,701.19,Girth Weld,,,,,,nan,,,2007,Girth Weld_49072.6,False,49072.64,49073.02
13780.0,17.57,0.344,,49112.64,701.1608,Girth Weld,,,,,,nan,,,2007,Girth Weld_49112.6,False,49112.64,49113.02
13790.0,39.99,0.344,,49130.2,701.1813,Girth Weld,,,,,,nan,,,2007,Girth Weld_49130.2,False,49130.2,49130.579999999994
13800.0,39.99,0.344,,49170.19,701.3826,Girth Weld,,,,,,nan,,,2007,Girth Weld_49170.2,False,49170.19,49170.57
13810.0,39.99,0.344,,49210.18,701.6884,Girth Weld,,,,,,nan,,,2007,Girth Weld_49210.2,False,49210.18,49210.56
13820.0,39.99,0.344,,49250.17,701.9085,Girth Weld,,,,,,nan,,,2007,Girth Weld_49250.2,False,49250.17,49250.549999999996
13830.0,39.73,0.344,,49290.15,702.1251,Girth Weld,,,,,,nan,,,2007,Girth Weld_49290.2,False,49290.15,49290.53
13840.0,40.02,0.344,,49329.88,702.0328,Girth Weld,,,,,,nan,,,2007,Girth Weld_49329.9,False,49329.88,49330.259999999995
13850.0,39.98,0.344,,49369.9,701.604,Girth Weld,,,,,,nan,,,2007,Girth Weld_49369.9,False,49369.9,49370.28
13860.0,39.69,0.344,,49409.88,701.0546,Girth Weld,,,,,,nan,,,2007,Girth Weld_49409.9,False,49409.88,49410.259999999995
13870.0,39.94,0.344,,49449.57,700.4645,Girth Weld,,,,,,nan,,,2007,Girth Weld_49449.6,False,49449.57,49449.95
13880.0,39.94,0.344,,49489.51,699.911,Girth Weld,,,,,,nan,,,2007,Girth Weld_49489.5,False,49489.51,49489.89
13890.0,38.81,0.344,,49529.46,699.3055,Girth Weld,,,,,,nan,,,2007,Girth Weld_49529.5,False,49529.46,49529.84
13900.0,39.98,0.344,,49568.26,698.7208,Girth Weld,,,,,,nan,,,2007,Girth Weld_49568.3,False,49568.26,49568.64
13910.0,39.97,0.344,,49608.24,698.3822,Girth Weld,,,,,,nan,,,2007,Girth Weld_49608.2,False,49608.24,49608.619999999995
13920.0,39.97,0.344,,49648.21,698.3705,Girth Weld,,,,,,nan,,,2007,Girth Weld_49648.2,False,49648.21,49648.59
13930.0,39.96,0.344,,49688.18,698.656,Girth Weld,,,,,,nan,,,2007,Girth Weld_49688.2,False,49688.18,49688.56
13940.0,39.92,0.344,,49728.14,698.9004,Girth Weld,,,,,,nan,,,2007,Girth Weld_49728.1,False,49728.14,49728.52
13950.0,40.07,0.344,,49768.06,699.2712,Girth Weld,,,,,,nan,,,2007,Girth Weld_49768.1,False,49768.06,49768.439999999995
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,3:55,NO,,2007,Cluster_49768.6,True,49768.63,49769.009999999995
13960.0,40.0,0.344,,49808.13,699.5896,Girth Weld,,,,,,nan,,,2007,Girth Weld_49808.1,False,49808.13,49808.509999999995
13970.0,40.02,0.344,,49848.12,699.5023,Girth Weld,,,,,,nan,,,2007,Girth Weld_49848.1,False,49848.12,49848.5
13980.0,39.96,0.344,,49888.14,699.3507,Girth Weld,,,,,,nan,,,2007,Girth Weld_49888.1,False,49888.14,49888.52
13990.0,39.97,0.344,,49928.1,698.4258,Girth Weld,,,,,,nan,,,2007,Girth Weld_49928.1,False,49928.1,49928.479999999996
14000.0,40.02,0.344,,49968.07,697.0881,Girth Weld,,,,,,nan,,,2007,Girth Weld_49968.1,False,49968.07,49968.45
14010.0,39.99,0.344,,50008.09,695.3183,Girth Weld,,,,,,nan,,,2007,Girth Weld_50008.1,False,50008.09,50008.469999999994
14020.0,40.0,0.344,,50048.08,693.5312,Girth Weld,,,,,,nan,,,2007,Girth Weld_50048.1,False,50048.08,50048.46
14030.0,39.99,0.344,,50088.07,692.0064,Girth Weld,,,,,,nan,,,2007,Girth Weld_50088.1,False,50088.07,50088.45
14040.0,39.93,0.344,,50128.07,690.5383,Girth Weld,,,,,,nan,,,2007,Girth Weld_50128.1,False,50128.07,50128.45
14050.0,10.22,0.5,,50168.0,688.8038,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_50168.0,False,50168.0,50168.38
,,,,50173.33,688.489,Bend,,,,,,nan,,6.2D - 26Â° - Sag,2007,Bend_50173.3,False,50173.33,50173.71
14060.0,40.06,0.344,,50178.22,688.1972,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_50178.2,False,50178.22,50178.6
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,8:37,NO,,2007,Cluster_50192.3,True,50192.33,50192.71
,,0.344,-15.8,50194.02,687.3295,Metal Loss,12.0,,0.98,1.06,,8:48,NO,,2007,Metal Loss_50194.0,True,50194.02,50194.399999999994
,,0.344,-18.35,50196.57,687.1957,Metal Loss,10.0,,0.87,0.91,,9:07,NO,,2007,Metal Loss_50196.6,True,50196.57,50196.95
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,4:15,YES,,2007,Cluster_50199.2,True,50199.17,50199.549999999996
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,4:37,YES,,2007,Cluster_50200.2,True,50200.15,50200.53
,,0.344,-22.43,50200.65,686.982,Metal Loss,19.0,,3.15,1.73,,4:29,YES,,2007,Metal Loss_50200.7,True,50200.65,50201.03
,,0.344,-22.82,50201.03,686.9637,Metal Loss,16.0,,0.63,0.71,,4:38,YES,,2007,Metal Loss_50201.0,True,50201.03,50201.409999999996
14070.0,16.85,0.344,,50218.28,686.2226,Girth Weld,,,,,,nan,,,2007,Girth Weld_50218.3,False,50218.28,50218.659999999996
14080.0,39.94,0.344,,50235.13,685.0993,Girth Weld,,,,,,nan,,,2007,Girth Weld_50235.1,False,50235.13,50235.509999999995
14090.0,39.99,0.344,,50275.07,681.6718,Girth Weld,,,,,,nan,,,2007,Girth Weld_50275.1,False,50275.07,50275.45
14100.0,39.97,0.344,,50315.06,683.8547,Girth Weld,,,,,,nan,,,2007,Girth Weld_50315.1,False,50315.06,50315.439999999995
14110.0,39.96,0.344,,50355.03,684.9084,Girth Weld,,,,,,nan,,,2007,Girth Weld_50355.0,False,50355.03,50355.409999999996
14120.0,36.2,0.344,,50394.98,685.4024,Girth Weld,,,,,,nan,,,2007,Girth Weld_50395.0,False,50394.98,50395.36
14130.0,39.95,0.344,,50431.18,685.3991,Girth Weld,,,,,,nan,,,2007,Girth Weld_50431.2,False,50431.18,50431.56
14140.0,39.99,0.344,,50471.13,685.115,Girth Weld,,,,,,nan,,,2007,Girth Weld_50471.1,False,50471.13,50471.509999999995
14150.0,39.78,0.344,,50511.12,684.7667,Girth Weld,,,,,,nan,,,2007,Girth Weld_50511.1,False,50511.12,50511.5
14160.0,39.98,0.344,,50550.9,684.3339,Girth Weld,,,,,,nan,,,2007,Girth Weld_50550.9,False,50550.9,50551.28
14170.0,39.91,0.344,,50590.87,683.7875,Girth Weld,,,,,,nan,,,2007,Girth Weld_50590.9,False,50590.87,50591.25
