Joint num,Joint len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment
,,,,56939.89,660.7682,Bend,,,,,,,,9D - 30° - Left
15980,40.04,0.344,,56943.76,660.8469,Girth Weld,,,,,,,,
15990,35.17,0.344,,56983.8,661.8636,Girth Weld,,,,,,,,
16000,10.3,0.344,,57018.97,663.9435,Girth Weld,,,,,,,,
,,,,57023.88,664.251,Bend,,,,,,,,17.0D -  8° - Over
16010,16.69,0.344,,57029.27,664.5813,Girth Weld,,,,,,,,
16020,39.94,0.344,,57045.96,665.5661,Girth Weld,,,,,,,,
16030,21.64,0.344,,57085.89,669.2199,Girth Weld,,,,,,,,
,,,,57093.25,669.9792,Bend,,,,,,,,17.7D - 13° - Right
16040,16.74,0.344,,57107.54,671.477,Girth Weld,,,,,,,,
16050,14.51,0.344,,57124.28,673.2506,Girth Weld,,,,,,,,
,,,,57132.04,674.0548,Bend,,,,,,,,18.1D - 10° - Sag
16060,39.99,0.344,,57138.79,674.607,Girth Weld,,,,,,,,
,,,,57157.25,675.0444,Above Ground Marker,,,,,,,,Receiver U
16070,5.78,0.344,,57178.77,675.4897,Girth Weld,,,,,,,,
16080,4.98,0.344,,57184.56,675.6076,Girth Weld,,,,,,,,
16090,18.2,0.344,,57189.54,675.7084,Girth Weld,,,,,,,,
,,,,57192.57,675.7693,Magnet,,,,,,12:00,,ROSEN
,,,,57194.19,675.8016,Bend,,,,,,,,17D - 10° - Sag
,,,,57202.82,675.9684,Bend,,,,,,,,17.7D - 10° - Over
16100,4.1,0.5,,57207.74,676.0236,Area Start Receiver,,,,,,,,"0.500"""
,,,,57209.48,676.0312,Tee,,,,,,9:00,,
16110,,0.374,,57211.84,676.0343,Flange,,,,,,,,
,,,,57218.11,676.0271,Tap,,,,,,3:00,,
,,,,57218.48,676.0266,Tap,,,,,,9:00,,
,,,,57219.88,676.0248,Valve,,,,,,,,
,,,,57221.29,676.023,Tap,,,,,,9:00,,
,,,,57221.61,676.0225,Tap,,,,,,3:00,,
,,,,57224.14,676.0174,Tap,,,,,,12:00,,
,,,,57237.58,675.9882,Support,,,,,,6:00,,
,,,,57240.17,675.9835,Support,,,,,,6:00,,
,,0.988,,57266.64,678.4057,Area End Receiver,,,,,,,,
