Joint num,Joint len,Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR
14060,,0.344,-12.26,28.29,50270.98,metal loss,External,12,0.041,,,0.94,1.38,8:33,,,0.7,150.94,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-12.56,27.99,50271.28,metal loss,External,17,0.058,,,1.26,1.97,8:45,,,0.7,151.01,,MFL-A/XT,,1160,65000,,1342,1463.29,2031.74,,,,,,
14060,,0.344,-13.08,27.46,50271.8,metal loss,External,13,0.045,,,1.22,1.65,11:06,,,0.7,151.13,,MFL-A/XT,,1160,65000,,1342,1467.24,2037.22,,,,,,
14060,,0.344,-13.1,27.45,50271.82,metal loss,External,17,0.058,,,1.53,2.28,8:44,,,0.7,151.14,,MFL-A/XT,,1160,65000,,1342,1457.97,2024.36,,,,,,
14060,,0.344,-13.35,27.19,50272.07,metal loss,External,15,0.052,,,1.38,1.61,11:07,,,0.7,151.19,,MFL-A/XT,,1160,65000,,1342,1463.2,2031.62,,,,,,
14060,,0.344,-13.67,26.88,50272.39,metal loss,External,21,0.072,,,0.87,1.42,8:46,,,0.7,151.26,,MFL-A/XT,,1160,65000,,1342,1467.78,2037.98,1539.17,2137.1,1539.74,2137.9,0.75,1.84
14060,,0.344,-13.85,26.7,50272.56,cluster,External,18,0.062,,,2.42,6.58,10:58,,,0.7,151.3,,,,1160,65000,,1342,1436.29,1994.25,,,,,,
14060,,0.344,-13.88,26.66,50272.6,cluster,External,24,0.083,,,1.72,1.55,8:31,,,0.7,151.31,,,,1160,65000,,1342,1443.26,2003.93,1510.78,2097.68,1520.76,2111.54,0.77,1.81
14060,,0.344,-14.47,26.08,50273.19,metal loss,External,11,0.038,,,0.47,0.75,8:43,,,0.7,151.43,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-14.47,26.07,50273.19,metal loss,External,14,0.048,,,2.24,0.59,8:55,,,0.7,151.43,,MFL-A/XT,,1160,65000,,1342,1449.32,2012.34,,,,,,
14060,,0.344,-14.55,25.99,50273.27,metal loss,External,12,0.041,,,0.83,0.91,8:39,,,0.7,151.45,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-14.56,25.98,50273.28,metal loss,External,18,0.062,,,0.79,1.26,9:18,,,0.7,151.45,,MFL-A/XT,,1160,65000,,1342,1470.54,2041.81,,,,,,
14060,,,,,50273.51,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #36 Recoat,,,151.5,,,,,,,,,,,,,,,
14060,,0.344,-14.96,25.58,50273.68,metal loss,External,17,0.058,,,0.71,1.3,8:42,Recoat,,0.7,151.54,,MFL-A/XT,,1160,65000,,1342,1471.79,2043.55,,,,,,
14060,,0.344,-15.44,25.1,50274.16,metal loss,External,16,0.055,,,1.3,1.61,4:14,Recoat,,0.7,151.64,,MFL-A/XT,,1160,65000,,1342,1463.51,2032.05,,,,,,
14060,,0.344,-16.02,24.53,50274.74,metal loss,External,11,0.038,,,0.67,1.22,1:57,Recoat,,0.7,151.76,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-16.29,24.25,50275.01,metal loss,External,20,0.069,,,2.17,1.58,2:43,Recoat,,0.7,151.81,,MFL-A/XT,,1160,65000,,1342,1438.24,1996.95,1504.84,2089.43,1507.08,2092.54,0.77,1.8
14060,,0.344,-16.6,23.94,50275.32,metal loss,External,19,0.065,,,2.21,1.18,2:08,Recoat,,0.7,151.87,,MFL-A/XT,,1160,65000,,1342,1439.48,1998.68,,,,,,
14060,,0.344,-16.69,23.86,50275.41,metal loss,External,18,0.062,,,1.22,1.53,4:06,Recoat,,0.7,151.89,,MFL-A/XT,,1160,65000,,1342,1463.13,2031.51,,,,,,
14060,,0.344,-16.97,23.57,50275.69,metal loss,External,10,0.034,,,1.06,1.26,4:08,Recoat,,0.7,151.95,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-17.03,23.52,50275.75,metal loss,External,11,0.038,,,0.63,0.98,4:38,Recoat,,0.7,151.96,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,,,,50276.01,Area Start Sleeve,,,,,,,,,2012 Dig #36,,,152.01,,,,,,,,,,,,,,,
14060,,,,,50280.84,Area End Sleeve,,,,,,,,,2012 Dig #36,,,152.86,,,,,,,,,,,,,,,
14060,,,,,50282.01,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.05,,,,,,,,,,,,,,,
14060,,0.344,-24.17,16.37,50282.89,metal loss,External,59,0.203,,,0.67,1.14,4:58,Repaired?,,0.7,153.18,,MFL-A/XT,,1160,65000,,1342,1456.2,2021.89,1522.89,2114.49,1527.88,2121.42,0.76,1.82
14060,,,,,50283.46,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.26,,,,,,,,,,,,,,,
14060,,,,,50284.59,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #36 Recoat,,,153.42,,,,,,,,,,,,,,,
14070,16.91,0.344,,,50299.26,GirthWeld,,,,,,,,,,,0.7,154.96,,,,1160,65000,,1342,,,,,,,,
14080,39.99,0.344,,,50316.17,GirthWeld,,,,,,,,,,,0.7,156.6,,,,1160,65000,,1342,,,,,,,,
14090,40.06,0.344,,,50356.17,GirthWeld,,,,,,,,,,,0.7,158.98,,,,1160,65000,,1342,,,,,,,,
14100,40.07,0.344,,,50396.23,GirthWeld,,,,,,,,,,,0.7,159.62,,,,1160,65000,,1342,,,,,,,,
14100,,,,,50424.84,AGM,,,,,,,,,AGM#20 AT PLM/ ON ROW,,,159.06,,,,,,,,,,,,,,,
14110,40.08,0.344,,,50436.3,GirthWeld,,,,,,,,,,1,1,158.76,,,,1160,65000,,1342,,,,,,,,
14110,,0.344,-39.22,0.87,50475.51,metal loss,External,13,0.045,,,0.51,1.42,6:59,,,1,157.61,,MFL-A/XT,,1160,65000,,1342,1474.43,2047.21,,,,,,
14120,36.36,0.344,,,50476.38,GirthWeld,,,,,,,,,,,0.7,157.58,,,,1160,65000,,1342,,,,,,,,
14130,40.03,0.344,,,50512.74,GirthWeld,,,,,,,,,,,0.7,156.36,,,,1160,65000,,1342,,,,,,,,
14140,40.09,0.344,,,50552.77,GirthWeld,,,,,,,,,,,0.7,154.51,,,,1160,65000,,1342,,,,,,,,
14150,39.9,0.344,,,50592.86,GirthWeld,,,,,,,,,,,0.7,152.63,,,,1160,65000,,1342,,,,,,,,
14160,40.07,0.344,,,50632.76,GirthWeld,,,,,,,,,,,0.7,150.65,,,,1160,65000,,1342,,,,,,,,
14170,40.05,0.344,,,50672.84,GirthWeld,,,,,,,,,,,1,149.19,,,,1160,65000,,1342,,,,,,,,
14180,40.04,0.344,,,50712.88,GirthWeld,,,,,,,,,,,1,147.67,,,,1160,65000,,1342,,,,,,,,
14190,40.08,0.344,,,50752.92,GirthWeld,,,,,,,,,,,0.7,145.63,,,,1160,65000,,1342,,,,,,,,
14200,40.07,0.344,,,50793,GirthWeld,,,,,,,,,,2,0.7,143.5,,,,1160,65000,,1342,,,,,,,,
14200,,0.344,-27.9,12.17,50820.9,metal loss manufacturing,N/A,12,0.041,,,0.39,0.59,10:00,,,0.7,141.54,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14200,,0.344,-28.08,12,50821.08,metal loss manufacturing,N/A,19,0.065,,,0.35,0.71,6:31,,,0.7,141.53,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14210,40.1,0.344,,,50833.08,GirthWeld,,,,,,,,,,,0.7,140.45,,,,1160,65000,,1342,,,,,,,,
14220,40.04,0.344,,,50873.18,GirthWeld,,,,,,,,,,,0.7,136.65,,,,1160,65000,,1342,,,,,,,,
14230,40.06,0.344,,,50913.22,GirthWeld,,,,,,,,,,,0.7,133.25,,,,1160,65000,,1342,,,,,,,,
14230,,,,,50939.78,Attachment,,,,,,,,6:00,Repair Marker,,,131.08,,,,,,,,,,,,,,,
14230,,,,,50940.45,Area Start Sleeve,,,,,,,,,2012 Dig #37,,,131.02,,,,,,,,,,,,,,,
14230,,,,,50942.44,Area End Sleeve,,,,,,,,,2012 Dig #37,,,130.84,,,,,,,,,,,,,,,
14230,,,,,50943.39,Attachment,,,,,,,,6:00,Repair Marker,,,130.74,,,,,,,,,,,,,,,
14240,39.49,0.344,,,50953.27,GirthWeld,,,,,,,,,,,0.7,129.6,,,,1160,65000,,1342,,,,,,,,
14250,40,0.344,,,50992.77,GirthWeld,,,,,,,,,,,0.7,124.35,,,,1160,65000,,1342,,,,,,,,
14260,40.03,0.344,,,51032.76,GirthWeld,,,,,,,,,,,0.7,116.88,,,,1160,65000,,1342,,,,,,,,
14270,40.07,0.344,,,51072.79,GirthWeld,,,,,,,,,,,1,112.95,,,,1160,65000,,1342,,,,,,,,
14280,40.14,0.344,,,51112.86,GirthWeld,,,,,,,,,,,0.7,109.47,,,,1160,65000,,1342,,,,,,,,
14290,39.9,0.344,,,51153.01,GirthWeld,,,,,,,,,,,1,104.03,,,,1160,65000,,1342,,,,,,,,
14300,38.93,0.344,,,51192.91,GirthWeld,,,,,,,,,,1,0.7,97.43,,,,1160,65000,,1342,,,,,,,,
14300,,0.344,-11.05,27.88,51203.96,metal loss manufacturing,N/A,14,0.048,,,0.35,0.63,10:34,,,0.7,95.52,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14310,40.21,0.344,,,51231.84,GirthWeld,,,,,,,,,,8,0.7,90.5,,,,1160,65000,,1342,,,,,,,,
14310,,0.344,-39.37,0.84,51271.21,cluster,External,22,0.076,,,1.26,5.26,7:26,,,0.7,84.58,,,,1160,65000,,1342,1458.89,2025.63,1529.06,2123.07,1529.63,2123.85,0.76,1.83
14310,,0.344,-39.38,0.84,51271.22,metal loss,External,12,0.041,,,0.75,0.71,6:52,,,0.7,84.58,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14310,,0.344,-39.6,0.61,51271.44,metal loss,External,11,0.038,,,0.75,2.17,5:14,,,0.7,84.55,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14310,,0.344,-39.83,0.38,51271.67,metal loss,External,15,0.052,,,0.51,0.79,6:21,,,0.7,84.52,,MFL-A/XT,,1160,65000,,1342,1474.13,2046.79,,,,,,
14310,,0.344,-39.93,0.28,51271.78,metal loss,External,12,0.041,,,0.55,0.75,8:15,,,0.7,84.51,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14310,,0.344,-40,0.22,51271.84,metal loss,External,25,0.086,,,0.75,5.12,3:56,near girth weld,,0.7,84.5,,MFL-A/XT,,1160,65000,,1342,1468.63,2039.15,1540.04,2138.31,1540.78,2139.34,0.75,1.84
14310,,0.344,-40,0.21,51271.84,metal loss,External,14,0.048,,,0.91,6.81,5:36,near girth weld,,0.7,84.5,,MFL-A/XT,,1160,65000,,1342,1470.45,2041.68,,,,,,
14310,,0.344,-40.11,0.11,51271.95,metal loss,External,10,0.034,,,0.59,10.08,6:18,affecting girth weld,,0.7,84.49,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14320,7.25,0.5,,,51272.06,GirthWeld,,,,,,,,,,,0.7,84.48,,,,1160,60000,,1800,,,,,,,,
14320,,,,,51276.11,Bend,,,,,,,,,5.5D -  17° - Over,,,83.7,,,,,,,,,,,,,,,
14330,13.76,0.344,,,51279.3,GirthWeld,,,,,,,,,,,0.7,82.36,,,,1160,65000,,1342,,,,,,,,
14340,12.46,0.5,,,51293.06,GirthWeld,,,,,,,,,,,1,76.32,,,,1160,60000,,1800,,,,,,,,
14340,,,,,51299.86,Bend,,,,,,,,,5.9D -  39° - Sag,,,74.48,,,,,,,,,,,,,,,
14350,11,0.344,,,51305.52,GirthWeld,,,,,,,,,,,0.7,75.96,,,,1160,65000,,1342,,,,,,,,
14360,7.23,0.5,,,51316.52,GirthWeld,,,,,,,,,,,0.7,80.49,,,,1160,60000,,1800,,,,,,,,
14360,,,,,51319.96,Bend,,,,,,,,,4.8D -  23° - Over,,,81.73,,,,,,,,,,,,,,,
14370,40.41,0.344,,,51323.75,GirthWeld,,,,,,,,,,,0.7,82.14,,,,1160,65000,,1342,,,,,,,,
14380,39.32,0.344,,,51364.16,GirthWeld,,,,,,,,,,,0.7,86.52,,,,1160,65000,,1342,,,,,,,,
14390,10.84,0.344,,,51403.48,GirthWeld,,,,,,,,,,,0.7,91.92,,,,1160,65000,,1342,,,,,,,,
14400,31.83,0.344,,,51414.32,GirthWeld,,,,,,,,,,,0.7,93.47,,,,1160,65000,,1342,,,,,,,,
14410,29.58,0.344,,,51446.15,GirthWeld,,,,,,,,,,,0.7,98.13,,,,1160,65000,,1342,,,,,,,,
14420,10.49,0.344,,,51475.73,GirthWeld,,,,,,,,,,,0.7,100.33,,,,1160,65000,,1342,,,,,,,,
14430,40.08,0.344,,,51486.22,GirthWeld,,,,,,,,,,,0.7,100.84,,,,1160,65000,,1342,,,,,,,,
14440,40.25,0.344,,,51526.3,GirthWeld,,,,,,,,,,,1,101.6,,,,1160,65000,,1342,,,,,,,,
14450,40.26,0.344,,,51566.55,GirthWeld,,,,,,,,,,,0.7,96.45,,,,1160,65000,,1342,,,,,,,,
14460,11.57,0.5,,,51606.81,GirthWeld,,,,,,,,,,,1,82.3,,,,1160,60000,,1800,,,,,,,,
14460,,,,,51613,Bend,,,,,,,,,5.8D -  35° - Sag,,,80.82,,,,,,,,,,,,,,,
14470,40.41,0.344,,,51618.37,GirthWeld,,,,,,,,,,3,0.7,82.2,,,,1160,65000,,1342,,,,,,,,
14470,,0.344,-21.63,18.78,51640,cluster,External,71,0.244,,,0.88,4.48,11:35,,,0.7,90.01,,,,1160,65000,,1342,1431.83,1988.06,1486.67,2064.2,1508.11,2093.97,0.78,1.78
14470,,0.344,-21.9,18.51,51640.27,metal loss,External,57,0.196,,,0.83,1.34,12:09,,,0.7,90.11,,MFL-A/XT,,1160,65000,,1342,1448.11,2010.67,1512.87,2100.59,1519.56,2109.87,0.77,1.81
14470,,0.344,-24.25,16.15,51642.63,metal loss,External,10,0.034,,,0.83,1.26,5:27,,,0.7,90.95,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14480,18.52,0.344,,,51658.78,GirthWeld,,,,,,,,,,,1,96.69,,,,1160,65000,,1342,,,,,,,,
14490,13.08,0.344,,,51677.3,GirthWeld,,,,,,,,,,,0.7,102.34,,,,1160,65000,,1342,,,,,,,,
14500,26.56,0.344,,,51690.38,GirthWeld,,,,,,,,,,1,0.7,105.39,,,,1160,65000,,1342,,,,,,,,
14500,,0.344,-1.26,25.31,51691.64,metal loss,External,20,0.069,,,0.83,1.42,6:20,,,0.7,105.61,,MFL-A/XT,,1160,65000,,1342,1469.05,2039.74,1540.61,2139.09,1541.02,2139.67,0.75,1.84
14510,39.61,0.344,,,51716.94,GirthWeld,,,,,,,,,,,0.7,109.59,,,,1160,65000,,1342,,,,,,,,
14520,19.9,0.344,,,51756.55,GirthWeld,,,,,,,,,,,0.7,114.46,,,,1160,65000,,1342,,,,,,,,
14530,28.21,0.344,,,51776.45,GirthWeld,,,,,,,,,,,0.7,116.38,,,,1160,65000,,1342,,,,,,,,
14540,39.93,0.344,,,51804.66,GirthWeld,,,,,,,,,,,1,118.38,,,,1160,65000,,1342,,,,,,,,
14550,31.99,0.344,,,51844.58,GirthWeld,,,,,,,,,,,1,120.06,,,,1160,65000,,1342,,,,,,,,
14560,40.08,0.344,,,51876.58,GirthWeld,,,,,,,,,,,1,121.55,,,,1160,65000,,1342,,,,,,,,
14570,32.94,0.344,,,51916.65,GirthWeld,,,,,,,,,,,0.7,123.08,,,,1160,65000,,1342,,,,,,,,
14580,23.52,0.344,,,51949.59,GirthWeld,,,,,,,,,,,0.7,124.21,,,,1160,65000,,1342,,,,,,,,
14590,40.03,0.344,,,51973.11,GirthWeld,,,,,,,,,,1,0.7,125.12,,,,1160,65000,,1342,,,,,,,,
14590,,0.344,-1.35,38.68,51974.46,metal loss,External,10,0.034,,,0.51,0.94,7:00,,,0.7,125.16,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14600,40,0.344,,,52013.14,GirthWeld,,,,,,,,,,,0.7,126.17,,,,1160,65000,,1342,,,,,,,,
14610,40.01,0.344,,,52053.14,GirthWeld,,,,,,,,,,,0.7,127.46,,,,1160,65000,,1342,,,,,,,,
14620,40.06,0.344,,,52093.15,GirthWeld,,,,,,,,,,,0.7,128.15,,,,1160,65000,,1342,,,,,,,,
14630,40.01,0.344,,,52133.21,GirthWeld,,,,,,,,,,,0.7,127.9,,,,1160,65000,,1342,,,,,,,,
14640,39.87,0.344,,,52173.21,GirthWeld,,,,,,,,,,,0.7,127.59,,,,1160,65000,,1342,,,,,,,,
14650,40.03,0.344,,,52213.09,GirthWeld,,,,,,,,,,2,1,127.49,,,,1160,65000,,1342,,,,,,,,
14650,,0.344,-38.78,1.25,52251.87,metal loss,External,15,0.052,,,2.05,2.28,7:58,,,1,127.48,,MFL-A/XT,,1160,65000,,1342,1450.85,2014.47,,,,,,
14650,,0.344,-38.8,1.23,52251.88,metal loss,External,12,0.041,,,1.97,0.98,7:29,,,1,127.48,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14660,40.05,0.344,,,52253.12,GirthWeld,,,,,,,,,,,0.7,127.48,,,,1160,65000,,1342,,,,,,,,
14670,40.06,0.344,,,52293.16,GirthWeld,,,,,,,,,,,0.7,127.64,,,,1160,65000,,1342,,,,,,,,
14680,40.1,0.344,,,52333.22,GirthWeld,,,,,,,,,,,0.7,129.14,,,,1160,65000,,1342,,,,,,,,
14690,40.02,0.344,,,52373.33,GirthWeld,,,,,,,,,,,0.7,130.88,,,,1160,65000,,1342,,,,,,,,
14700,40.09,0.344,,,52413.34,GirthWeld,,,,,,,,,,,1,132.88,,,,1160,65000,,1342,,,,,,,,
14710,39.98,0.344,,,52453.44,GirthWeld,,,,,,,,,,,0.7,134.23,,,,1160,65000,,1342,,,,,,,,
14720,40.03,0.344,,,52493.41,GirthWeld,,,,,,,,,,,0.7,135.99,,,,1160,65000,,1342,,,,,,,,
14730,40.1,0.344,,,52533.44,GirthWeld,,,,,,,,,,,0.7,137.66,,,,1160,65000,,1342,,,,,,,,
14740,40.1,0.344,,,52573.54,GirthWeld,,,,,,,,,,,0.7,139.53,,,,1160,65000,,1342,,,,,,,,
14750,40.07,0.344,,,52613.65,GirthWeld,,,,,,,,,,,0.7,141.75,,,,1160,65000,,1342,,,,,,,,
14760,40.14,0.344,,,52653.72,GirthWeld,,,,,,,,,,,0.7,143.88,,,,1160,65000,,1342,,,,,,,,
14770,40.16,0.344,,,52693.86,GirthWeld,,,,,,,,,,,0.7,145.67,,,,1160,65000,,1342,,,,,,,,
14780,40.11,0.344,,,52734.02,GirthWeld,,,,,,,,,,,0.7,147.67,,,,1160,65000,,1342,,,,,,,,
14790,40.13,0.344,,,52774.13,GirthWeld,,,,,,,,,,,0.7,150.2,,,,1160,65000,,1342,,,,,,,,
14800,40.03,0.344,,,52814.26,GirthWeld,,,,,,,,,,,0.7,152.96,,,,1160,65000,,1342,,,,,,,,
14810,18.48,0.344,,,52854.29,GirthWeld,,,,,,,,,,,0.7,156.17,,,,1160,65000,,1342,,,,,,,,
14820,40.09,0.344,,,52872.77,GirthWeld,,,,,,,,,,,0.7,157.78,,,,1160,65000,,1342,,,,,,,,
14830,40.08,0.344,,,52912.86,GirthWeld,,,,,,,,,,,1,160.89,,,,1160,65000,,1342,,,,,,,,
14840,40.11,0.344,,,52952.94,GirthWeld,,,,,,,,,,,0.7,163.42,,,,1160,65000,,1342,,,,,,,,
14850,40.09,0.344,,,52993.05,GirthWeld,,,,,,,,,,,0.7,166.09,,,,1160,65000,,1342,,,,,,,,
14860,40.02,0.344,,,53033.14,GirthWeld,,,,,,,,,,,0.7,168.69,,,,1160,65000,,1342,,,,,,,,
14870,39.93,0.344,,,53073.16,GirthWeld,,,,,,,,,,,0.7,171.31,,,,1160,65000,,1342,,,,,,,,
14870,,,,,53075.12,AGM,,,,,,,,,AGM#21 AT A/M LF 10/ ON ROW,,,171.46,,,,,,,,,,,,,,,
14880,39.94,0.344,,,53113.1,GirthWeld,,,,,,,,,,,1,174.59,,,,1160,65000,,1342,,,,,,,,
14890,40,0.344,,,53153.04,GirthWeld,,,,,,,,,,1,0.7,179,,,,1160,65000,,1342,,,,,,,,
14890,,0.344,-39.09,0.92,53192.12,metal loss,External,22,0.076,,,0.87,4.05,6:36,,,0.7,184.78,,MFL-A/XT,,1160,65000,,1342,1467.32,2037.33,1538.63,2136.35,1539.31,2137.29,0.75,1.84
14900,40.11,0.344,,,53193.04,GirthWeld,,,,,,,,,,2,0.7,184.91,,,,1160,65000,,1342,,,,,,,,
14900,,0.344,-0.8,39.31,53193.84,metal loss,External,10,0.034,,,0.94,2.76,8:55,,,0.7,185.03,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14900,,0.344,-0.82,39.3,53193.86,metal loss,External,12,0.041,,,1.58,2.44,4:58,,,0.7,185.03,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14910,40.1,0.344,,,53233.15,GirthWeld,,,,,,,,,,2,0.7,191.14,,,,1160,65000,,1342,,,,,,,,
14910,,0.344,-1.13,38.97,53234.28,metal loss,External,13,0.045,,,0.51,0.71,7:09,,,0.7,191.32,,MFL-A/XT,,1160,65000,,1342,1474.43,2047.21,,,,,,
14910,,0.344,-31.1,8.99,53264.25,Dent,N/A,,,1.6,0.384,18.09,5.59,6:12,,,0.7,196.26,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14920,39.96,0.344,,,53273.25,GirthWeld,,,,,,,,,,3,0.7,197.74,,,,1160,65000,,1342,,,,,,,,
14920,,0.344,-1.69,38.27,53274.94,metal loss,External,13,0.045,,,0.91,1.42,4:51,,,0.7,198.02,,MFL-A/XT,,1160,65000,,1342,1471.02,2042.48,,,,,,
14920,,0.344,-1.99,37.97,53275.24,metal loss,External,10,0.034,,,0.63,1.1,5:10,,,0.7,198.06,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14920,,0.344,-39.84,0.12,53313.09,metal loss,External,10,0.034,,,0.51,0.63,6:22,affecting girth weld,,0.7,204.12,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14930,39.95,0.344,,,53313.21,GirthWeld,,,,,,,,,,,0.7,204.14,,,,1160,65000,,1342,,,,,,,,
14940,39.89,0.344,,,53353.16,GirthWeld,,,,,,,,,,,0.7,210.37,,,,1160,65000,,1342,,,,,,,,
14950,39.98,0.344,,,53393.05,GirthWeld,,,,,,,,,,,0.7,214.6,,,,1160,65000,,1342,,,,,,,,
14960,40.08,0.344,,,53433.03,GirthWeld,,,,,,,,,,,0.7,217.18,,,,1160,65000,,1342,,,,,,,,
14970,40.12,0.344,,,53473.11,GirthWeld,,,,,,,,,,,0.7,219.28,,,,1160,65000,,1342,,,,,,,,
14980,40.08,0.344,,,53513.23,GirthWeld,,,,,,,,,,,0.7,221.35,,,,1160,65000,,1342,,,,,,,,
14990,40.02,0.344,,,53553.31,GirthWeld,,,,,,,,,,,0.7,223.56,,,,1160,65000,,1342,,,,,,,,
15000,31.32,0.344,,,53593.33,GirthWeld,,,,,,,,,,,0.7,225.84,,,,1160,65000,,1342,,,,,,,,
15010,40.12,0.344,,,53624.64,GirthWeld,,,,,,,,,,,0.7,227.9,,,,1160,65000,,1342,,,,,,,,
15020,40.1,0.344,,,53664.76,GirthWeld,,,,,,,,,,,0.7,226.68,,,,1160,65000,,1342,,,,,,,,
15030,40.05,0.344,,,53704.87,GirthWeld,,,,,,,,,,,0.7,219.07,,,,1160,65000,,1342,,,,,,,,
15040,39.92,0.344,,,53744.92,GirthWeld,,,,,,,,,,,0.7,205.62,,,,1160,65000,,1342,,,,,,,,
15050,40.04,0.344,,,53784.83,GirthWeld,,,,,,,,,,1,0.7,187.71,,,,1160,65000,,1342,,,,,,,,
15050,,0.344,-39.15,0.88,53823.99,metal loss,External,15,0.052,,,0.63,1.26,7:01,,,0.7,168.45,,MFL-A/XT,,1160,65000,,1342,1473.08,2045.34,,,,,,
15060,32.43,0.344,,,53824.87,GirthWeld,,,,,,,,,,,0.7,168.05,,,,1160,65000,,1342,,,,,,,,
15070,40,0.344,,,53857.3,GirthWeld,,,,,,,,,,,0.7,153.93,,,,1160,65000,,1342,,,,,,,,
15080,39.92,0.344,,,53897.3,GirthWeld,,,,,,,,,,,0.7,138.66,,,,1160,65000,,1342,,,,,,,,
15090,39.97,0.344,,,53937.23,GirthWeld,,,,,,,,,,,0.7,128.37,,,,1160,65000,,1342,,,,,,,,
15100,40.04,0.344,,,53977.19,GirthWeld,,,,,,,,,,,0.7,122.92,,,,1160,65000,,1342,,,,,,,,
15110,40.01,0.344,,,54017.23,GirthWeld,,,,,,,,,,,0.7,121.05,,,,1160,65000,,1342,,,,,,,,
15120,40.07,0.344,,,54057.24,GirthWeld,,,,,,,,,,,0.7,119.58,,,,1160,65000,,1342,,,,,,,,
15130,31.37,0.344,,,54097.31,GirthWeld,,,,,,,,,,,0.7,117.16,,,,1160,65000,,1342,,,,,,,,
15140,40.32,0.344,,,54128.69,GirthWeld,,,,,,,,,,,0.7,111.22,,,,1160,65000,,1342,,,,,,,,
15150,13.65,0.5,,,54169.01,GirthWeld,,,,,,,,,,,0.7,97.21,,,,1160,60000,,1800,,,,,,,,
15150,,,,,54176.2,Bend,,,,,,,,,5.9D -  45° - Sag,,,95.38,,,,,,,,,,,,,,,
15160,40.56,0.344,,,54182.66,GirthWeld,,,,,,,,,,,0.7,97.5,,,,1160,65000,,1342,,,,,,,,
15170,40.27,0.344,,,54223.22,GirthWeld,,,,,,,,,,,0.7,114.54,,,,1160,65000,,1342,,,,,,,,
15170,,,,,54236.45,Attachment,,,,,,,,5:30,Repair Marker 2012 Dig #38 Recoat,,,117.7,,,,,,,,,,,,,,,
15170,,,,,54236.76,Area Start Sleeve,,,,,,,,,2012 Dig #38,,,117.75,,,,,,,,,,,,,,,
15170,,,,,54239.02,Area End Sleeve,,,,,,,,,2012 Dig #38,,,118.14,,,,,,,,,,,,,,,
15170,,,,,54247.38,Area Start Sleeve,,,,,,,,,2012 Dig #38,,,119.25,,,,,,,,,,,,,,,
15170,,,,,54254.32,Area End Sleeve,,,,,,,,,2012 Dig #38,,,119.75,,,,,,,,,,,,,,,
15170,,,,,54254.97,Attachment,,,,,,,,5:30,Repair Marker 2012 Dig #38 Recoat,,,119.78,,,,,,,,,,,,,,,
15180,8.25,0.344,,,54263.5,GirthWeld,,,,,,,,,,,0.7,119.99,,,,1160,65000,,1342,,,,,,,,
15190,40.03,0.344,,,54271.75,GirthWeld,,,,,,,,,,,0.7,120.19,,,,1160,65000,,1342,,,,,,,,
15200,39.95,0.344,,,54311.78,GirthWeld,,,,,,,,,,,0.7,123.34,,,,1160,65000,,1342,,,,,,,,
15210,40,0.344,,,54351.73,GirthWeld,,,,,,,,,,,0.7,129.12,,,,1160,65000,,1342,,,,,,,,
15210,,,,,54356.61,Attachment,,,,,,,,6:00,Repair Marker,,,130.15,,,,,,,,,,,,,,,
15210,,,,,54357.76,Area Start Sleeve,,,,,,,,,2012 Dig #39,,,130.41,,,,,,,,,,,,,,,
15210,,,,,54359.42,Area End Sleeve,,,,,,,,,2012 Dig #39,,,130.79,,,,,,,,,,,,,,,
